"series"	"ts"	"value"
"21451"	"LOT_N13Ad_S1"	"2010-06-12 18:00:00"	1009.666667
"21452"	"LOT_N13Ad_S1"	"2010-06-12 19:00:00"	1020.166667
"21453"	"LOT_N13Ad_S1"	"2010-06-12 20:00:00"	1038.5
"21454"	"LOT_N13Ad_S1"	"2010-06-12 21:00:00"	1043.333333
"21455"	"LOT_N13Ad_S1"	"2010-06-12 22:00:00"	1056.333333
"21456"	"LOT_N13Ad_S1"	"2010-06-12 23:00:00"	1060.666667
"21457"	"LOT_N13Ad_S1"	"2010-06-13 00:00:00"	1070.833333
"21458"	"LOT_N13Ad_S1"	"2010-06-13 01:00:00"	1082.833333
"21459"	"LOT_N13Ad_S1"	"2010-06-13 02:00:00"	1092.833333
"21460"	"LOT_N13Ad_S1"	"2010-06-13 03:00:00"	1093.666667
"21461"	"LOT_N13Ad_S1"	"2010-06-13 04:00:00"	1094.833333
"21462"	"LOT_N13Ad_S1"	"2010-06-13 05:00:00"	1094.833333
"21463"	"LOT_N13Ad_S1"	"2010-06-13 06:00:00"	1101.666667
"21464"	"LOT_N13Ad_S1"	"2010-06-13 07:00:00"	1106
"21465"	"LOT_N13Ad_S1"	"2010-06-13 08:00:00"	1107.666667
"21466"	"LOT_N13Ad_S1"	"2010-06-13 09:00:00"	1113.666667
"21467"	"LOT_N13Ad_S1"	"2010-06-13 10:00:00"	1117.666667
"21468"	"LOT_N13Ad_S1"	"2010-06-13 11:00:00"	1119
"21469"	"LOT_N13Ad_S1"	"2010-06-13 12:00:00"	1119
"21470"	"LOT_N13Ad_S1"	"2010-06-13 13:00:00"	1119
"21471"	"LOT_N13Ad_S1"	"2010-06-13 14:00:00"	1119
"21472"	"LOT_N13Ad_S1"	"2010-06-13 15:00:00"	1119
"21473"	"LOT_N13Ad_S1"	"2010-06-13 16:00:00"	1119
"21474"	"LOT_N13Ad_S1"	"2010-06-13 17:00:00"	1119
"21475"	"LOT_N13Ad_S1"	"2010-06-13 18:00:00"	1119
"21476"	"LOT_N13Ad_S1"	"2010-06-13 19:00:00"	1139.833333
"21477"	"LOT_N13Ad_S1"	"2010-06-13 20:00:00"	1142.333333
"21478"	"LOT_N13Ad_S1"	"2010-06-13 21:00:00"	1149.5
"21479"	"LOT_N13Ad_S1"	"2010-06-13 22:00:00"	1158.333333
"21480"	"LOT_N13Ad_S1"	"2010-06-13 23:00:00"	1167.333333
"21481"	"LOT_N13Ad_S1"	"2010-06-14 00:00:00"	1165.333333
"21482"	"LOT_N13Ad_S1"	"2010-06-14 01:00:00"	1173.333333
"21483"	"LOT_N13Ad_S1"	"2010-06-14 02:00:00"	1178.666667
"21484"	"LOT_N13Ad_S1"	"2010-06-14 03:00:00"	1186
"21485"	"LOT_N13Ad_S1"	"2010-06-14 04:00:00"	1186
"21486"	"LOT_N13Ad_S1"	"2010-06-14 05:00:00"	1188
"21487"	"LOT_N13Ad_S1"	"2010-06-14 06:00:00"	1189.333333
"21488"	"LOT_N13Ad_S1"	"2010-06-14 07:00:00"	1196
"21489"	"LOT_N13Ad_S1"	"2010-06-14 08:00:00"	1199.333333
"21490"	"LOT_N13Ad_S1"	"2010-06-14 09:00:00"	1200
"21491"	"LOT_N13Ad_S1"	"2010-06-14 10:00:00"	1196.666667
"21492"	"LOT_N13Ad_S1"	"2010-06-14 11:00:00"	1189.333333
"21493"	"LOT_N13Ad_S1"	"2010-06-14 12:00:00"	1182.666667
"21494"	"LOT_N13Ad_S1"	"2010-06-14 13:00:00"	1160.5
"21495"	"LOT_N13Ad_S1"	"2010-06-14 14:00:00"	1132.666667
"21496"	"LOT_N13Ad_S1"	"2010-06-14 15:00:00"	1108.666667
"21497"	"LOT_N13Ad_S1"	"2010-06-14 16:00:00"	1093.666667
"21498"	"LOT_N13Ad_S1"	"2010-06-14 17:00:00"	1078.833333
"21499"	"LOT_N13Ad_S1"	"2010-06-14 18:00:00"	1069.166667
"21500"	"LOT_N13Ad_S1"	"2010-06-14 19:00:00"	1078.833333
"21501"	"LOT_N13Ad_S1"	"2010-06-14 20:00:00"	1097.666667
"21502"	"LOT_N13Ad_S1"	"2010-06-14 21:00:00"	1110.333333
"21503"	"LOT_N13Ad_S1"	"2010-06-14 22:00:00"	1132.5
"21504"	"LOT_N13Ad_S1"	"2010-06-14 23:00:00"	1141.666667
"21505"	"LOT_N13Ad_S1"	"2010-06-15 00:00:00"	1155.166667
"21506"	"LOT_N13Ad_S1"	"2010-06-15 01:00:00"	1166.666667
"21507"	"LOT_N13Ad_S1"	"2010-06-15 02:00:00"	1167.333333
"21508"	"LOT_N13Ad_S1"	"2010-06-15 03:00:00"	1172
"21509"	"LOT_N13Ad_S1"	"2010-06-15 04:00:00"	1178.666667
"21510"	"LOT_N13Ad_S1"	"2010-06-15 05:00:00"	1178.666667
"21511"	"LOT_N13Ad_S1"	"2010-06-15 06:00:00"	1182.666667
"21512"	"LOT_N13Ad_S1"	"2010-06-15 07:00:00"	1184.666667
"21513"	"LOT_N13Ad_S1"	"2010-06-15 08:00:00"	1184
"21514"	"LOT_N13Ad_S1"	"2010-06-15 09:00:00"	1180
"21515"	"LOT_N13Ad_S1"	"2010-06-15 10:00:00"	1155.333333
"21516"	"LOT_N13Ad_S1"	"2010-06-15 11:00:00"	1115.333333
"21517"	"LOT_N13Ad_S1"	"2010-06-15 12:00:00"	1091.333333
"21518"	"LOT_N13Ad_S1"	"2010-06-15 13:00:00"	1067.666667
"21519"	"LOT_N13Ad_S1"	"2010-06-15 14:00:00"	1058
"21520"	"LOT_N13Ad_S1"	"2010-06-15 15:00:00"	1054.666667
"21521"	"LOT_N13Ad_S1"	"2010-06-15 16:00:00"	1053
"21522"	"LOT_N13Ad_S1"	"2010-06-15 17:00:00"	1053.833333
"21523"	"LOT_N13Ad_S1"	"2010-06-15 18:00:00"	1052.666667
"21524"	"LOT_N13Ad_S1"	"2010-06-15 19:00:00"	1055.5
"21525"	"LOT_N13Ad_S1"	"2010-06-15 20:00:00"	1075.666667
"21526"	"LOT_N13Ad_S1"	"2010-06-15 21:00:00"	1092.5
"21527"	"LOT_N13Ad_S1"	"2010-06-15 22:00:00"	1103.333333
"21528"	"LOT_N13Ad_S1"	"2010-06-15 23:00:00"	1108.833333
"21529"	"LOT_N13Ad_S1"	"2010-06-16 00:00:00"	1117.666667
"21530"	"LOT_N13Ad_S1"	"2010-06-16 01:00:00"	1119
"21531"	"LOT_N13Ad_S1"	"2010-06-16 02:00:00"	1125.166667
"21532"	"LOT_N13Ad_S1"	"2010-06-16 03:00:00"	1140.333333
"21533"	"LOT_N13Ad_S1"	"2010-06-16 04:00:00"	1140
"21534"	"LOT_N13Ad_S1"	"2010-06-16 05:00:00"	1147.166667
"21535"	"LOT_N13Ad_S1"	"2010-06-16 06:00:00"	1152
"21536"	"LOT_N13Ad_S1"	"2010-06-16 07:00:00"	1152
"21537"	"LOT_N13Ad_S1"	"2010-06-16 08:00:00"	1152
"21538"	"LOT_N13Ad_S1"	"2010-06-16 09:00:00"	1148.333333
"21539"	"LOT_N13Ad_S1"	"2010-06-16 10:00:00"	1136.833333
"21540"	"LOT_N13Ad_S1"	"2010-06-16 11:00:00"	1115.5
"21541"	"LOT_N13Ad_S1"	"2010-06-16 12:00:00"	1092.5
"21542"	"LOT_N13Ad_S1"	"2010-06-16 13:00:00"	1082
"21543"	"LOT_N13Ad_S1"	"2010-06-16 14:00:00"	1089.666667
"21544"	"LOT_N13Ad_S1"	"2010-06-16 15:00:00"	1098.5
"21545"	"LOT_N13Ad_S1"	"2010-06-16 16:00:00"	1117.666667
"21546"	"LOT_N13Ad_S1"	"2010-06-16 17:00:00"	1138.833333
"21547"	"LOT_N13Ad_S1"	"2010-06-16 18:00:00"	1157.166667
"21548"	"LOT_N13Ad_S1"	"2010-06-16 19:00:00"	1167.333333
"21549"	"LOT_N13Ad_S1"	"2010-06-16 20:00:00"	1184
"21550"	"LOT_N13Ad_S1"	"2010-06-16 21:00:00"	1192
"21551"	"LOT_N13Ad_S1"	"2010-06-16 22:00:00"	1189.333333
"21552"	"LOT_N13Ad_S1"	"2010-06-16 23:00:00"	1207.5
"21553"	"LOT_N13Ad_S1"	"2010-06-17 00:00:00"	1218.5
"21554"	"LOT_N13Ad_S1"	"2010-06-17 01:00:00"	1229.5
"21555"	"LOT_N13Ad_S1"	"2010-06-17 02:00:00"	1238.333333
"21556"	"LOT_N13Ad_S1"	"2010-06-17 03:00:00"	1243.666667
"21557"	"LOT_N13Ad_S1"	"2010-06-17 04:00:00"	1245.666667
"21558"	"LOT_N13Ad_S1"	"2010-06-17 05:00:00"	1247.666667
"21559"	"LOT_N13Ad_S1"	"2010-06-17 06:00:00"	1249
"21560"	"LOT_N13Ad_S1"	"2010-06-17 07:00:00"	1249
"21561"	"LOT_N13Ad_S1"	"2010-06-17 08:00:00"	1242.333333
"21562"	"LOT_N13Ad_S1"	"2010-06-17 09:00:00"	1238.333333
"21563"	"LOT_N13Ad_S1"	"2010-06-17 10:00:00"	1231.666667
"21564"	"LOT_N13Ad_S1"	"2010-06-17 11:00:00"	1217.833333
"21565"	"LOT_N13Ad_S1"	"2010-06-17 12:00:00"	1190.666667
"21566"	"LOT_N13Ad_S1"	"2010-06-17 13:00:00"	1178.666667
"21567"	"LOT_N13Ad_S1"	"2010-06-17 14:00:00"	1172
"21568"	"LOT_N13Ad_S1"	"2010-06-17 15:00:00"	1165.333333
"21569"	"LOT_N13Ad_S1"	"2010-06-17 16:00:00"	1165.333333
"21570"	"LOT_N13Ad_S1"	"2010-06-17 17:00:00"	1176.666667
"21571"	"LOT_N13Ad_S1"	"2010-06-17 18:00:00"	1188
"21572"	"LOT_N13Ad_S1"	"2010-06-17 19:00:00"	1201.333333
"21573"	"LOT_N13Ad_S1"	"2010-06-17 20:00:00"	1208.833333
"21574"	"LOT_N13Ad_S1"	"2010-06-17 21:00:00"	1226.166667
"21575"	"LOT_N13Ad_S1"	"2010-06-17 22:00:00"	1232.333333
"21576"	"LOT_N13Ad_S1"	"2010-06-17 23:00:00"	1239.666667
"21577"	"LOT_N13Ad_S1"	"2010-06-18 00:00:00"	1241
"21578"	"LOT_N13Ad_S1"	"2010-06-18 01:00:00"	1244.333333
"21579"	"LOT_N13Ad_S1"	"2010-06-18 02:00:00"	1246.333333
"21580"	"LOT_N13Ad_S1"	"2010-06-18 03:00:00"	1247
"21581"	"LOT_N13Ad_S1"	"2010-06-18 04:00:00"	1247
"21582"	"LOT_N13Ad_S1"	"2010-06-18 05:00:00"	1245
"21583"	"LOT_N13Ad_S1"	"2010-06-18 06:00:00"	1249
"21584"	"LOT_N13Ad_S1"	"2010-06-18 07:00:00"	1249.666667
"21585"	"LOT_N13Ad_S1"	"2010-06-18 08:00:00"	1252.333333
"21586"	"LOT_N13Ad_S1"	"2010-06-18 09:00:00"	1251.666667
"21587"	"LOT_N13Ad_S1"	"2010-06-18 10:00:00"	1245.666667
"21588"	"LOT_N13Ad_S1"	"2010-06-18 11:00:00"	1227
"21589"	"LOT_N13Ad_S1"	"2010-06-18 12:00:00"	1224.333333
"21590"	"LOT_N13Ad_S1"	"2010-06-18 13:00:00"	1200
"21591"	"LOT_N13Ad_S1"	"2010-06-18 14:00:00"	1175.333333
"21592"	"LOT_N13Ad_S1"	"2010-06-18 15:00:00"	1150.333333
"21593"	"LOT_N13Ad_S1"	"2010-06-18 16:00:00"	1121.666667
"21594"	"LOT_N13Ad_S1"	"2010-06-18 17:00:00"	1119
"21595"	"LOT_N13Ad_S1"	"2010-06-18 18:00:00"	1119
"21596"	"LOT_N13Ad_S1"	"2010-06-18 19:00:00"	1119
"21597"	"LOT_N13Ad_S1"	"2010-06-18 20:00:00"	1134
"21598"	"LOT_N13Ad_S1"	"2010-06-18 21:00:00"	1148.666667
"21599"	"LOT_N13Ad_S1"	"2010-06-18 22:00:00"	1162.333333
"21600"	"LOT_N13Ad_S1"	"2010-06-18 23:00:00"	1166.333333
"21601"	"LOT_N13Ad_S1"	"2010-06-19 00:00:00"	1180.666667
"21602"	"LOT_N13Ad_S1"	"2010-06-19 01:00:00"	1198.666667
"21603"	"LOT_N13Ad_S1"	"2010-06-19 02:00:00"	1208.666667
"21604"	"LOT_N13Ad_S1"	"2010-06-19 03:00:00"	1212
"21605"	"LOT_N13Ad_S1"	"2010-06-19 04:00:00"	1222.833333
"21606"	"LOT_N13Ad_S1"	"2010-06-19 05:00:00"	1225.666667
"21607"	"LOT_N13Ad_S1"	"2010-06-19 06:00:00"	1229
"21608"	"LOT_N13Ad_S1"	"2010-06-19 07:00:00"	1229
"21609"	"LOT_N13Ad_S1"	"2010-06-19 08:00:00"	1230.333333
"21610"	"LOT_N13Ad_S1"	"2010-06-19 09:00:00"	1231.666667
"21611"	"LOT_N13Ad_S1"	"2010-06-19 10:00:00"	1237
"21612"	"LOT_N13Ad_S1"	"2010-06-19 11:00:00"	1231.666667
"21613"	"LOT_N13Ad_S1"	"2010-06-19 12:00:00"	1227
"21614"	"LOT_N13Ad_S1"	"2010-06-19 13:00:00"	1218.666667
"21615"	"LOT_N13Ad_S1"	"2010-06-19 14:00:00"	1179.333333
"21616"	"LOT_N13Ad_S1"	"2010-06-19 15:00:00"	1159.5
"21617"	"LOT_N13Ad_S1"	"2010-06-19 16:00:00"	1152
"21618"	"LOT_N13Ad_S1"	"2010-06-19 17:00:00"	1152
"21619"	"LOT_N13Ad_S1"	"2010-06-19 18:00:00"	1152
"21620"	"LOT_N13Ad_S1"	"2010-06-19 19:00:00"	1148
"21621"	"LOT_N13Ad_S1"	"2010-06-19 20:00:00"	1149.166667
"21622"	"LOT_N13Ad_S1"	"2010-06-19 21:00:00"	1140.5
"21623"	"LOT_N13Ad_S1"	"2010-06-19 22:00:00"	1144.5
"21624"	"LOT_N13Ad_S1"	"2010-06-19 23:00:00"	1140
"21625"	"LOT_N13Ad_S1"	"2010-06-20 00:00:00"	1151.166667
"21626"	"LOT_N13Ad_S1"	"2010-06-20 01:00:00"	1162
"21627"	"LOT_N13Ad_S1"	"2010-06-20 02:00:00"	1179.333333
"21628"	"LOT_N13Ad_S1"	"2010-06-20 03:00:00"	1193.333333
"21629"	"LOT_N13Ad_S1"	"2010-06-20 04:00:00"	1202.666667
"21630"	"LOT_N13Ad_S1"	"2010-06-20 05:00:00"	1211.333333
"21631"	"LOT_N13Ad_S1"	"2010-06-20 06:00:00"	1212
"21632"	"LOT_N13Ad_S1"	"2010-06-20 07:00:00"	1214.166667
"21633"	"LOT_N13Ad_S1"	"2010-06-20 08:00:00"	1212
"21634"	"LOT_N13Ad_S1"	"2010-06-20 09:00:00"	1201.333333
"21635"	"LOT_N13Ad_S1"	"2010-06-20 10:00:00"	1178.666667
"21636"	"LOT_N13Ad_S1"	"2010-06-20 11:00:00"	1151.166667
"21637"	"LOT_N13Ad_S1"	"2010-06-20 12:00:00"	1132.166667
"21638"	"LOT_N13Ad_S1"	"2010-06-20 13:00:00"	1119
"21639"	"LOT_N13Ad_S1"	"2010-06-20 14:00:00"	1111.166667
"21640"	"LOT_N13Ad_S1"	"2010-06-20 15:00:00"	1094.833333
"21641"	"LOT_N13Ad_S1"	"2010-06-20 16:00:00"	1085.333333
"21642"	"LOT_N13Ad_S1"	"2010-06-20 17:00:00"	1084.5
"21643"	"LOT_N13Ad_S1"	"2010-06-20 18:00:00"	1085.333333
"21644"	"LOT_N13Ad_S1"	"2010-06-20 19:00:00"	1088.5
"21645"	"LOT_N13Ad_S1"	"2010-06-20 20:00:00"	1090.833333
"21646"	"LOT_N13Ad_S1"	"2010-06-20 21:00:00"	1093.666667
"21647"	"LOT_N13Ad_S1"	"2010-06-20 22:00:00"	1109.166667
"21648"	"LOT_N13Ad_S1"	"2010-06-20 23:00:00"	1122.5
"21649"	"LOT_N13Ad_S1"	"2010-06-21 00:00:00"	1144.833333
"21650"	"LOT_N13Ad_S1"	"2010-06-21 01:00:00"	1156.666667
"21651"	"LOT_N13Ad_S1"	"2010-06-21 02:00:00"	1163.166667
"21652"	"LOT_N13Ad_S1"	"2010-06-21 03:00:00"	1168
"21653"	"LOT_N13Ad_S1"	"2010-06-21 04:00:00"	1180.666667
"21654"	"LOT_N13Ad_S1"	"2010-06-21 05:00:00"	1187.333333
"21655"	"LOT_N13Ad_S1"	"2010-06-21 06:00:00"	1194
"21656"	"LOT_N13Ad_S1"	"2010-06-21 07:00:00"	1189.333333
"21657"	"LOT_N13Ad_S1"	"2010-06-21 08:00:00"	1181.333333
"21658"	"LOT_N13Ad_S1"	"2010-06-21 09:00:00"	1176
"21659"	"LOT_N13Ad_S1"	"2010-06-21 10:00:00"	1176
"21660"	"LOT_N13Ad_S1"	"2010-06-21 11:00:00"	1165.333333
"21661"	"LOT_N13Ad_S1"	"2010-06-21 12:00:00"	1149.5
"21662"	"LOT_N13Ad_S1"	"2010-06-21 13:00:00"	1139.166667
"21663"	"LOT_N13Ad_S1"	"2010-06-21 14:00:00"	1124.333333
"21664"	"LOT_N13Ad_S1"	"2010-06-21 15:00:00"	1112
"21665"	"LOT_N13Ad_S1"	"2010-06-21 16:00:00"	1104.833333
"21666"	"LOT_N13Ad_S1"	"2010-06-21 17:00:00"	1094.833333
"21667"	"LOT_N13Ad_S1"	"2010-06-21 18:00:00"	1094
"21668"	"LOT_N13Ad_S1"	"2010-06-21 19:00:00"	1096.833333
"21669"	"LOT_N13Ad_S1"	"2010-06-21 20:00:00"	1108.333333
"21670"	"LOT_N13Ad_S1"	"2010-06-21 21:00:00"	1114.333333
"21671"	"LOT_N13Ad_S1"	"2010-06-21 22:00:00"	1122.5
"21672"	"LOT_N13Ad_S1"	"2010-06-21 23:00:00"	1150.666667
"21673"	"LOT_N13Ad_S1"	"2010-06-22 00:00:00"	1158.666667
"21674"	"LOT_N13Ad_S1"	"2010-06-22 01:00:00"	1164
"21675"	"LOT_N13Ad_S1"	"2010-06-22 02:00:00"	1176
"21676"	"LOT_N13Ad_S1"	"2010-06-22 03:00:00"	1196
"21677"	"LOT_N13Ad_S1"	"2010-06-22 04:00:00"	1204.666667
"21678"	"LOT_N13Ad_S1"	"2010-06-22 05:00:00"	1212
"21679"	"LOT_N13Ad_S1"	"2010-06-22 06:00:00"	1212
"21680"	"LOT_N13Ad_S1"	"2010-06-22 07:00:00"	1204
"21681"	"LOT_N13Ad_S1"	"2010-06-22 08:00:00"	1200
"21682"	"LOT_N13Ad_S1"	"2010-06-22 09:00:00"	1192.666667
"21683"	"LOT_N13Ad_S1"	"2010-06-22 10:00:00"	1168.5
"21684"	"LOT_N13Ad_S1"	"2010-06-22 11:00:00"	1137.833333
"21685"	"LOT_N13Ad_S1"	"2010-06-22 12:00:00"	1125.666667
"21686"	"LOT_N13Ad_S1"	"2010-06-22 13:00:00"	1103.333333
"21687"	"LOT_N13Ad_S1"	"2010-06-22 14:00:00"	1085
"21688"	"LOT_N13Ad_S1"	"2010-06-22 15:00:00"	1072.666667
"21689"	"LOT_N13Ad_S1"	"2010-06-22 16:00:00"	1070
"21690"	"LOT_N13Ad_S1"	"2010-06-22 17:00:00"	1070
"21691"	"LOT_N13Ad_S1"	"2010-06-22 18:00:00"	1069.166667
"21692"	"LOT_N13Ad_S1"	"2010-06-22 19:00:00"	1072
"21693"	"LOT_N13Ad_S1"	"2010-06-22 20:00:00"	1076
"21694"	"LOT_N13Ad_S1"	"2010-06-22 21:00:00"	1104.666667
"21695"	"LOT_N13Ad_S1"	"2010-06-22 22:00:00"	1119
"21696"	"LOT_N13Ad_S1"	"2010-06-22 23:00:00"	1122.5
"21697"	"LOT_N13Ad_S1"	"2010-06-23 00:00:00"	1145.166667
"21698"	"LOT_N13Ad_S1"	"2010-06-23 01:00:00"	1155.5
"21699"	"LOT_N13Ad_S1"	"2010-06-23 02:00:00"	1164
"21700"	"LOT_N13Ad_S1"	"2010-06-23 03:00:00"	1181.333333
"21701"	"LOT_N13Ad_S1"	"2010-06-23 04:00:00"	1195.333333
"21702"	"LOT_N13Ad_S1"	"2010-06-23 05:00:00"	1201.333333
"21703"	"LOT_N13Ad_S1"	"2010-06-23 06:00:00"	1202.666667
"21704"	"LOT_N13Ad_S1"	"2010-06-23 07:00:00"	1188
"21705"	"LOT_N13Ad_S1"	"2010-06-23 08:00:00"	1174
"21706"	"LOT_N13Ad_S1"	"2010-06-23 09:00:00"	1156.666667
"21707"	"LOT_N13Ad_S1"	"2010-06-23 10:00:00"	1123.833333
"21708"	"LOT_N13Ad_S1"	"2010-06-23 11:00:00"	1096.833333
"21709"	"LOT_N13Ad_S1"	"2010-06-23 12:00:00"	1080.166667
"21710"	"LOT_N13Ad_S1"	"2010-06-23 13:00:00"	1063.166667
"21711"	"LOT_N13Ad_S1"	"2010-06-23 14:00:00"	1056.333333
"21712"	"LOT_N13Ad_S1"	"2010-06-23 15:00:00"	1051.833333
"21713"	"LOT_N13Ad_S1"	"2010-06-23 16:00:00"	1046
"21714"	"LOT_N13Ad_S1"	"2010-06-23 17:00:00"	1046
"21715"	"LOT_N13Ad_S1"	"2010-06-23 18:00:00"	1043.5
"21716"	"LOT_N13Ad_S1"	"2010-06-23 19:00:00"	1047.166667
"21717"	"LOT_N13Ad_S1"	"2010-06-23 20:00:00"	1061.166667
"21718"	"LOT_N13Ad_S1"	"2010-06-23 21:00:00"	1083.333333
"21719"	"LOT_N13Ad_S1"	"2010-06-23 22:00:00"	1105.166667
"21720"	"LOT_N13Ad_S1"	"2010-06-23 23:00:00"	1119
"21721"	"LOT_N13Ad_S1"	"2010-06-24 00:00:00"	1129.5
"21722"	"LOT_N13Ad_S1"	"2010-06-24 01:00:00"	1153.166667
"21723"	"LOT_N13Ad_S1"	"2010-06-24 02:00:00"	1166
"21724"	"LOT_N13Ad_S1"	"2010-06-24 03:00:00"	1178.666667
"21725"	"LOT_N13Ad_S1"	"2010-06-24 04:00:00"	1187.333333
"21726"	"LOT_N13Ad_S1"	"2010-06-24 05:00:00"	1194.666667
"21727"	"LOT_N13Ad_S1"	"2010-06-24 06:00:00"	1188.666667
"21728"	"LOT_N13Ad_S1"	"2010-06-24 07:00:00"	1176.666667
"21729"	"LOT_N13Ad_S1"	"2010-06-24 08:00:00"	1163.166667
"21730"	"LOT_N13Ad_S1"	"2010-06-24 09:00:00"	1148.666667
"21731"	"LOT_N13Ad_S1"	"2010-06-24 10:00:00"	1114.5
"21732"	"LOT_N13Ad_S1"	"2010-06-24 11:00:00"	1090.166667
"21733"	"LOT_N13Ad_S1"	"2010-06-24 12:00:00"	1082
"21734"	"LOT_N13Ad_S1"	"2010-06-24 13:00:00"	1068.833333
"21735"	"LOT_N13Ad_S1"	"2010-06-24 14:00:00"	1051.5
"21736"	"LOT_N13Ad_S1"	"2010-06-24 15:00:00"	1041.833333
"21737"	"LOT_N13Ad_S1"	"2010-06-24 16:00:00"	1040.333333
"21738"	"LOT_N13Ad_S1"	"2010-06-24 17:00:00"	1037
"21739"	"LOT_N13Ad_S1"	"2010-06-24 18:00:00"	1039
"21740"	"LOT_N13Ad_S1"	"2010-06-24 19:00:00"	1044.666667
"21741"	"LOT_N13Ad_S1"	"2010-06-24 20:00:00"	1052.333333
"21742"	"LOT_N13Ad_S1"	"2010-06-24 21:00:00"	1071.166667
"21743"	"LOT_N13Ad_S1"	"2010-06-24 22:00:00"	1091.333333
"21744"	"LOT_N13Ad_S1"	"2010-06-24 23:00:00"	1110
"21745"	"LOT_N13Ad_S1"	"2010-06-25 00:00:00"	1122.5
"21746"	"LOT_N13Ad_S1"	"2010-06-25 01:00:00"	1133
"21747"	"LOT_N13Ad_S1"	"2010-06-25 02:00:00"	1152.666667
"21748"	"LOT_N13Ad_S1"	"2010-06-25 03:00:00"	1164
"21749"	"LOT_N13Ad_S1"	"2010-06-25 04:00:00"	1164
"21750"	"LOT_N13Ad_S1"	"2010-06-25 05:00:00"	1176
"21751"	"LOT_N13Ad_S1"	"2010-06-25 06:00:00"	1169.333333
"21752"	"LOT_N13Ad_S1"	"2010-06-25 07:00:00"	1155.5
"21753"	"LOT_N13Ad_S1"	"2010-06-25 08:00:00"	1141.5
"21754"	"LOT_N13Ad_S1"	"2010-06-25 09:00:00"	1123
"21755"	"LOT_N13Ad_S1"	"2010-06-25 10:00:00"	1090.166667
"21756"	"LOT_N13Ad_S1"	"2010-06-25 11:00:00"	1065.166667
"21757"	"LOT_N13Ad_S1"	"2010-06-25 12:00:00"	1044.666667
"21758"	"LOT_N13Ad_S1"	"2010-06-25 13:00:00"	1037
"21759"	"LOT_N13Ad_S1"	"2010-06-25 14:00:00"	1028.333333
"21760"	"LOT_N13Ad_S1"	"2010-06-25 15:00:00"	1019.666667
"21761"	"LOT_N13Ad_S1"	"2010-06-25 16:00:00"	1015.333333
"21762"	"LOT_N13Ad_S1"	"2010-06-25 17:00:00"	1013.666667
"21763"	"LOT_N13Ad_S1"	"2010-06-25 18:00:00"	1012.5
"21764"	"LOT_N13Ad_S1"	"2010-06-25 19:00:00"	1021.666667
"21765"	"LOT_N13Ad_S1"	"2010-06-25 20:00:00"	1044.5
"21766"	"LOT_N13Ad_S1"	"2010-06-25 21:00:00"	1070.666667
"21767"	"LOT_N13Ad_S1"	"2010-06-25 22:00:00"	1090.833333
"21768"	"LOT_N13Ad_S1"	"2010-06-25 23:00:00"	1111.166667
"21769"	"LOT_N13Ad_S1"	"2010-06-26 00:00:00"	1121.666667
"21770"	"LOT_N13Ad_S1"	"2010-06-26 01:00:00"	1136.5
"21771"	"LOT_N13Ad_S1"	"2010-06-26 02:00:00"	1149.166667
"21772"	"LOT_N13Ad_S1"	"2010-06-26 03:00:00"	1161.5
"21773"	"LOT_N13Ad_S1"	"2010-06-26 04:00:00"	1164
"21774"	"LOT_N13Ad_S1"	"2010-06-26 05:00:00"	1173.333333
"21775"	"LOT_N13Ad_S1"	"2010-06-26 06:00:00"	1172
"21776"	"LOT_N13Ad_S1"	"2010-06-26 07:00:00"	1159.166667
"21777"	"LOT_N13Ad_S1"	"2010-06-26 08:00:00"	1144.333333
"21778"	"LOT_N13Ad_S1"	"2010-06-26 09:00:00"	1123.666667
"21779"	"LOT_N13Ad_S1"	"2010-06-26 10:00:00"	1088.333333
"21780"	"LOT_N13Ad_S1"	"2010-06-26 11:00:00"	1061.5
"21781"	"LOT_N13Ad_S1"	"2010-06-26 12:00:00"	1040
"21782"	"LOT_N13Ad_S1"	"2010-06-26 13:00:00"	1022.166667
"21783"	"LOT_N13Ad_S1"	"2010-06-26 14:00:00"	1012
"21784"	"LOT_N13Ad_S1"	"2010-06-26 15:00:00"	1012
"21785"	"LOT_N13Ad_S1"	"2010-06-26 16:00:00"	1006.166667
"21786"	"LOT_N13Ad_S1"	"2010-06-26 17:00:00"	1006.166667
"21787"	"LOT_N13Ad_S1"	"2010-06-26 18:00:00"	1012.833333
"21788"	"LOT_N13Ad_S1"	"2010-06-26 19:00:00"	1025
"21789"	"LOT_N13Ad_S1"	"2010-06-26 20:00:00"	1048.666667
"21790"	"LOT_N13Ad_S1"	"2010-06-26 21:00:00"	1077.5
"21791"	"LOT_N13Ad_S1"	"2010-06-26 22:00:00"	1093.666667
"21792"	"LOT_N13Ad_S1"	"2010-06-26 23:00:00"	1114.166667
"21793"	"LOT_N13Ad_S1"	"2010-06-27 00:00:00"	1127.833333
"21794"	"LOT_N13Ad_S1"	"2010-06-27 01:00:00"	1132.166667
"21795"	"LOT_N13Ad_S1"	"2010-06-27 02:00:00"	1143.5
"21796"	"LOT_N13Ad_S1"	"2010-06-27 03:00:00"	1157.5
"21797"	"LOT_N13Ad_S1"	"2010-06-27 04:00:00"	1158.666667
"21798"	"LOT_N13Ad_S1"	"2010-06-27 05:00:00"	1163.166667
"21799"	"LOT_N13Ad_S1"	"2010-06-27 06:00:00"	1163.166667
